100,750.0,243.0,57.0,399.0,51.0,0.856,0.826530612244898,0.875,0.392,0.6729559748427673
101,750.0,217.0,41.0,415.0,77.0,0.8426666666666667,0.7380952380952381,0.9100877192982456,0.392,0.5973534971644613
102,750.0,260.0,74.0,382.0,34.0,0.856,0.8843537414965986,0.8377192982456141,0.392,0.7246049661399548
103,750.0,240.0,62.0,394.0,54.0,0.8453333333333334,0.8163265306122449,0.8640350877192983,0.392,0.6563146997929606
104,750.0,224.0,49.0,407.0,70.0,0.8413333333333334,0.7619047619047619,0.8925438596491229,0.392,0.612621359223301
105,750.0,232.0,60.0,396.0,62.0,0.8373333333333334,0.7891156462585034,0.868421052631579,0.392,0.6292585170340681
106,750.0,223.0,47.0,409.0,71.0,0.8426666666666667,0.7585034013605442,0.8969298245614035,0.392,0.6112185686653772
107,750.0,239.0,62.0,394.0,55.0,0.844,0.8129251700680272,0.8640350877192983,0.392,0.6525773195876289
108,750.0,243.0,64.0,392.0,51.0,0.8466666666666667,0.826530612244898,0.8596491228070176,0.392,0.6656184486373166
109,750.0,238.0,57.0,399.0,56.0,0.8493333333333334,0.8095238095238095,0.875,0.392,0.6540041067761807
110,750.0,231.0,48.0,408.0,63.0,0.852,0.7857142857142857,0.8947368421052632,0.392,0.6377245508982036
111,750.0,233.0,61.0,395.0,61.0,0.8373333333333334,0.7925170068027211,0.8662280701754386,0.392,0.6317907444668008
112,750.0,237.0,57.0,399.0,57.0,0.848,0.8061224489795918,0.875,0.392,0.6503067484662577
113,750.0,240.0,58.0,398.0,54.0,0.8506666666666667,0.8163265306122449,0.8728070175438597,0.392,0.660455486542443
114,750.0,226.0,49.0,407.0,68.0,0.844,0.7687074829931972,0.8925438596491229,0.392,0.6193737769080235
115,750.0,246.0,62.0,394.0,48.0,0.8533333333333334,0.8367346938775511,0.8640350877192983,0.392,0.6794055201698513
116,750.0,220.0,35.0,421.0,74.0,0.8546666666666667,0.7482993197278912,0.9232456140350878,0.392,0.612810707456979
117,750.0,241.0,70.0,386.0,53.0,0.836,0.8197278911564626,0.8464912280701754,0.392,0.6517671517671517
118,750.0,229.0,50.0,406.0,65.0,0.8466666666666667,0.7789115646258503,0.8903508771929824,0.392,0.6287128712871287
119,750.0,236.0,53.0,403.0,58.0,0.852,0.8027210884353742,0.8837719298245614,0.392,0.6507128309572301
120,750.0,242.0,53.0,403.0,52.0,0.86,0.8231292517006803,0.8837719298245614,0.392,0.673277661795407
121,750.0,232.0,54.0,402.0,62.0,0.8453333333333334,0.7891156462585034,0.881578947368421,0.392,0.6352705410821643
122,750.0,237.0,55.0,401.0,57.0,0.8506666666666667,0.8061224489795918,0.8793859649122807,0.392,0.6523517382413088
123,750.0,224.0,48.0,408.0,70.0,0.8426666666666667,0.7619047619047619,0.8947368421052632,0.392,0.6135922330097088
124,750.0,231.0,45.0,411.0,63.0,0.856,0.7857142857142857,0.9013157894736842,0.392,0.6407185628742516
125,750.0,240.0,54.0,402.0,54.0,0.856,0.8163265306122449,0.881578947368421,0.392,0.6645962732919255
126,750.0,248.0,63.0,393.0,46.0,0.8546666666666667,0.8435374149659864,0.8618421052631579,0.392,0.6862955032119914
127,750.0,228.0,46.0,410.0,66.0,0.8506666666666667,0.7755102040816326,0.8991228070175439,0.392,0.6291913214990138
128,750.0,231.0,53.0,403.0,63.0,0.8453333333333334,0.7857142857142857,0.8837719298245614,0.392,0.6327345309381237
129,750.0,244.0,55.0,401.0,50.0,0.86,0.8299319727891157,0.8793859649122807,0.392,0.6789473684210526
130,750.0,249.0,70.0,386.0,45.0,0.8466666666666667,0.8469387755102041,0.8464912280701754,0.392,0.6827956989247311
131,750.0,245.0,59.0,397.0,49.0,0.856,0.8333333333333334,0.8706140350877193,0.392,0.678646934460888
132,750.0,249.0,70.0,386.0,45.0,0.8466666666666667,0.8469387755102041,0.8464912280701754,0.392,0.6827956989247311
133,750.0,257.0,67.0,389.0,37.0,0.8613333333333333,0.8741496598639455,0.8530701754385965,0.392,0.7193763919821826
134,750.0,244.0,59.0,397.0,50.0,0.8546666666666667,0.8299319727891157,0.8706140350877193,0.392,0.6747368421052632
135,750.0,234.0,64.0,392.0,60.0,0.8346666666666667,0.7959183673469388,0.8596491228070176,0.392,0.6323232323232323
136,750.0,242.0,59.0,397.0,52.0,0.852,0.8231292517006803,0.8706140350877193,0.392,0.6670146137787056
137,750.0,233.0,52.0,404.0,61.0,0.8493333333333334,0.7925170068027211,0.8859649122807017,0.392,0.6408450704225352
138,750.0,256.0,75.0,381.0,38.0,0.8493333333333334,0.8707482993197279,0.8355263157894737,0.392,0.7062084257206208
139,750.0,241.0,56.0,400.0,53.0,0.8546666666666667,0.8197278911564626,0.8771929824561403,0.392,0.6663201663201663
140,750.0,231.0,50.0,406.0,63.0,0.8493333333333334,0.7857142857142857,0.8903508771929824,0.392,0.6357285429141717
141,750.0,227.0,50.0,406.0,67.0,0.844,0.7721088435374149,0.8903508771929824,0.392,0.6218074656188605
142,750.0,232.0,48.0,408.0,62.0,0.8533333333333334,0.7891156462585034,0.8947368421052632,0.392,0.6412825651302605
143,750.0,243.0,63.0,393.0,51.0,0.848,0.826530612244898,0.8618421052631579,0.392,0.6666666666666666
144,750.0,234.0,56.0,400.0,60.0,0.8453333333333334,0.7959183673469388,0.8771929824561403,0.392,0.6404040404040404
145,750.0,236.0,51.0,405.0,58.0,0.8546666666666667,0.8027210884353742,0.8881578947368421,0.392,0.6527494908350305
146,750.0,237.0,69.0,387.0,57.0,0.832,0.8061224489795918,0.8486842105263158,0.392,0.6380368098159509
147,750.0,236.0,56.0,400.0,58.0,0.848,0.8027210884353742,0.8771929824561403,0.392,0.6476578411405295
148,750.0,239.0,60.0,396.0,55.0,0.8466666666666667,0.8129251700680272,0.868421052631579,0.392,0.654639175257732
149,750.0,249.0,68.0,388.0,45.0,0.8493333333333334,0.8469387755102041,0.8508771929824561,0.392,0.6849462365591398
150,750.0,239.0,61.0,395.0,55.0,0.8453333333333334,0.8129251700680272,0.8662280701754386,0.392,0.6536082474226804

+-------------------------------+------+-----+----+-----+----+-------+--------------------+-------+-----------+--------------------+
|              Set              | Nums |  TP | FP |  TN | FN |  ACC  |        TPR         |  TNR  | Ref_score |       Score        |
+-------------------------------+------+-----+----+-----+----+-------+--------------------+-------+-----------+--------------------+
| deep_embedded_12s_slice_gnorm | 750  | 237 | 57 | 399 | 57 | 0.848 | 0.8061224489795918 | 0.875 |   0.392   | 0.6503067484662577 |
+-------------------------------+------+-----+----+-----+----+-------+--------------------+-------+-----------+--------------------+

